accountNumber,lastName,firstName,Age,Sex,customerMDN,Address,customerCity,customerState,customerZip,customerPlan,customerPlanDesc,userName
900015032,CONWAY,TANISHA,27,F,2895675097,10829 Generals Pkwy.,KINGSPORT,TN,37660,250PRE25,250 Minute Prepaid,tconway
900015033,JEFFERSON,MARITZA,36,F,4799844049,16259 Field House Ave.,KANSAS CITY,KS,66111,5503L60,550 Minute Family,mjefferson
900015034,COCHRAN,WILL,33,M,8087597723,8714 Kerns Hwy.,ALBANY,NY,12237,700POST5L70,700 Minute Family,wcochran
900015035,LUCAS,MARC,67,M,9064223105,7785 Magothy Beach Ln.,AMARILLO,TX,79189,700POST5L70,700 Minute Family,mlucas
900015036,KLINE,ANGELIA,38,F,9773274363,9318 Billarga Ln.,FORT WAYNE,IN,46819,2100POST5L110,2100 Minute Family,akline
900015037,ROMERO,KASEY,20,F,8555185465,12022 Rhen Dr.,SACRAMENTO,CA,95838,1400POST5L90,1400 Minute Family,kromero
900015038,BALDWIN,ROB,65,M,7366529407,8986 Bolinas Dr.,WACO,TX,76708,ULPOST70,Unlimited,rbaldwin
900015039,PRESTON,CAROLINE,30,F,4471124489,18905 North Heath Ln.,CEDAR RAPIDS,IA,52401,700POST5L70,700 Minute Family,cpreston
900015040,BATES,TOMMY,70,M,7907664610,3309 Grafton Park Way,COLLEGE STATION,TX,77844,900POST60,900 Minute,tbates
900015041,HESS,FRANCINE,57,F,4997182983,16738 Kingscroft Dr.,ORLANDO,FL,32815,ULPRE50,Unlimited Prepaid,fhess
900015042,MULLINS,CAROL,62,M,7017933713,18023 Minoru Way,CHARLOTTE,NC,28297,250PRE25,250 Minute Prepaid,cmullins
900015043,NIXON,SHELDON,42,M,8662087615,15513 Northeast Goodfellow Blvd.,TAMPA,FL,33605,250PRE25,250 Minute Prepaid,snixon
900015044,OSBORNE,JOE,35,M,4912025195,2612 N Rose St.,CAROL STREAM,IL,60128,1400POST5L90,1400 Minute Family,josborne
900015045,OCONNOR,NORA,54,F,8048925591,15390 Leeland Blvd.,AKRON,OH,44319,5503L60,550 Minute Family,noconnor
900015046,DELGADO,ALTHEA,43,F,5882329942,7794 Chadovoyne Ln.,SANTA FE,NM,87508,1400POST5L90,1400 Minute Family,adelgado
900015047,JENNINGS,SHANNON,18,F,9973012945,10687 Bridge Creek Dr.,BISMARCK,ND,58505,700POST5L70,700 Minute Family,sjennings
900015048,BUCKLEY,CLAYTON,48,M,5979896226,3943 W Hickory St.,AUSTIN,TX,78716,900POST60,900 Minute,cbuckley
900015049,RATLIFF,ALYCE,34,F,6236966883,15993 Vandyke Ave.,DALLAS,TX,75236,ULPRE50,Unlimited Prepaid,aratliff
900015050,LUNA,MILLARD,58,M,2397608104,15019 Harpers Cove Blvd.,SACRAMENTO,CA,94208,900POST60,900 Minute,mluna
900015051,PERRY,MITCH,55,M,9642452489,17429 North San Raymundo Blvd.,BRONX,NY,10463,700POST5L70,700 Minute Family,mperry
900015052,COX,SCOTTIE,19,M,5312829544,6559 Overcrest Blvd.,SAN DIEGO,CA,92164,250PRE25,250 Minute Prepaid,scox
900015053,GRANT,ROSARIO,20,F,9008213330,9353 Colesmead Dr.,LINCOLN,NE,68527,ULPRE50,Unlimited Prepaid,rgrant
900015054,SANTIAGO,MONTY,32,M,4738658684,10263 White Sulphur Spring St.,HOUSTON,TX,77230,700POST5L70,700 Minute Family,msantiago
900015055,WATERS,DANIAL,42,M,8534743770,3213 E Leeds Infirmary Pkwy.,MIAMI,FL,33296,ULPRE50,Unlimited Prepaid,dwaters
900015056,DOTSON,VINCE,27,M,3198247538,7065 S Humboldt St.,LAS VEGAS,NV,89154,250PRE25,250 Minute Prepaid,vdotson
900015057,BLANCHARD,ESTEBAN,49,M,2145464666,17197 Rivermark St.,MEMPHIS,TN,38112,ULPRE50,Unlimited Prepaid,eblanchard
900015058,ALVARADO,HECTOR,56,M,5598947288,12610 Michael Mack Ave.,KANSAS CITY,MO,64179,5503L60,550 Minute Family,halvarado
900015059,KLEIN,BILLIE,56,M,7661829092,5203 County Quarry Hwy.,NORTH PORT,FL,34291,2100POST5L110,2100 Minute Family,bklein
900015060,BOWEN,KARA,66,F,2337221753,728 Old West Center Ln.,BIRMINGHAM,AL,35280,ULPRE50,Unlimited Prepaid,kbowen
900015061,BOYD,CLARK,46,M,8269068723,9840 E Joseph St.,HELENA,MT,59624,900POST60,900 Minute,cboyd
900015062,ONEILL,TOMMIE,27,M,2277929405,5499 Mc Cue Way,KANSAS CITY,MO,64109,450POST40,450 Minute,toneill
900015063,WALLS,DEANN,66,F,5558749350,4077 Rickthorne Blvd.,SCRANTON,PA,18510,900POST60,900 Minute,dwalls
900015064,ROBERTSON,ABEL,38,M,3466956134,3255 Hardwicke Hwy.,BROOKLYN,NY,11241,ULPRE50,Unlimited Prepaid,arobertson
900015065,WITT,FAUSTINO,49,M,3346497756,3817 Woodbanke Hwy.,MEMPHIS,TN,38122,ULPRE50,Unlimited Prepaid,fwitt
900015066,BURKS,EVELYN,49,F,2792527814,9064 Three Countries Dr.,SAN ANTONIO,TX,78245,450POST40,450 Minute,eburks
900015067,BYERS,DEE,20,M,8115258600,14418 Chanute Pkwy.,AURORA,CO,80044,700POST5L70,700 Minute Family,dbyers
900015068,GRANT,JUNE,46,F,7583327384,13155 Adomar Dr.,CHULA VISTA,CA,91909,1400POST5L90,1400 Minute Family,jgrant
900015069,LEWIS,CHRISTIAN,35,F,7594678570,16715 Whitefield Dr.,SEATTLE,WA,98136,ULPRE2D,Unlimited Prepaid,clewis
900015070,DAUGHERTY,WILFREDO,22,M,4159313467,19803 Hillantrae St.,STOCKTON,CA,95207,ULPRE50,Unlimited Prepaid,wdaugherty
900015071,MOSS,CARRIE,60,F,4858922060,6577 Marble Arch St.,WASHINGTON,DC,20565,250PRE25,250 Minute Prepaid,cmoss
900015072,CLEMENTS,KIP,39,M,4187166785,13064 Stratton Hill St.,WORCESTER,MA,1602,1400POST5L90,1400 Minute Family,kclements
900015073,HOOVER,BENNIE,44,M,9109712536,11882 Water Works Blvd.,LUBBOCK,TX,79406,900POST60,900 Minute,bhoover
900015074,HUBBARD,BERNIE,43,M,2855444931,16728 Houseley Dr.,OKLAHOMA CITY,OK,73126,5503L60,550 Minute Family,bhubbard
900015075,NIELSEN,ROYCE,53,M,4394496538,1795 Dunglow Blvd.,BIRMINGHAM,AL,35278,900POST60,900 Minute,rnielsen
900015076,VARGAS,NANCY,54,F,8449353409,17110 Spiller Blvd.,AKRON,OH,44333,ULPOST5L120,2100 Minute Family,nvargas
900015077,WAGNER,SALVADOR,46,M,8477898260,2332 Seay St.,METAIRIE,LA,70060,1400POST5L90,1400 Minute Family,swagner
900015078,STONE,ANNE,23,F,6775617529,2821 Quadra St.,NORTH LAS VEGAS,NV,89033,ULPRE50,Unlimited Prepaid,astone
900015079,PERKINS,GINO,54,M,4653498640,9639 Shutts Hwy.,BOISE,ID,83732,ULPOST70,Unlimited,gperkins
900015080,HOWE,DUNCAN,36,M,3876614281,14736 Sulphur Ave.,MEMPHIS,TN,38197,ULPOST5L120,2100 Minute Family,dhowe
900015081,BRENNAN,JEANNE,52,F,2837886997,1886 Kameha Hwy.,SPARKS,NV,89441,250PRE25,250 Minute Prepaid,jbrennan
900015082,HODGES,KIM,55,F,7275827349,7173 Gurney Court Ave.,PROVO,UT,84602,1400POST5L90,1400 Minute Family,khodges
900015083,CARVER,LAVERNE,42,F,6146976222,9089 Siskiyou Way,PORTLAND,OR,97201,5503L60,550 Minute Family,lcarver
900015084,DELANEY,LORENE,22,F,4478465700,7843 Gift St.,NORMAN,OK,73019,250PRE25,250 Minute Prepaid,ldelaney
900015085,HUFFMAN,REED,19,M,2444928128,11974 Whingate near Wortley Ave.,INDIANAPOLIS,IN,46236,ULPOST5L120,2100 Minute Family,rhuffman
900015086,OCHOA,BRIANA,59,F,5294943024,7546 N Greencastle St.,DALLAS,TX,75287,700POST5L70,700 Minute Family,bochoa
900015087,DAY,AISHA,18,F,4193708339,16448 Luzena Way,NEW HAVEN,CT,6504,ULPRE50,Unlimited Prepaid,aday
900015088,MUNOZ,FRED,51,M,5208056838,17298 Harben Ln.,LUBBOCK,TX,79404,ULPOST70,Unlimited,fmunoz
900015089,VAZQUEZ,MAYRA,19,F,5544097246,16594 Burntwood Hwy.,SEATTLE,WA,98148,2100POST5L110,2100 Minute Family,mvazquez
900015090,PAYNE,PENELOPE,25,F,5788508507,16566 Westbrook St.,LOUISVILLE,KY,40212,450POST40,450 Minute,ppayne
900015091,BLANKENSHIP,BEN,58,M,4357542009,13562 Mikasa Way,BIRMINGHAM,AL,35266,450POST40,450 Minute,bblankenship
900015092,OBRIEN,RODERICK,62,M,4035094599,6189 S Ivy Way,KALAMAZOO,MI,49008,250PRE25,250 Minute Prepaid,robrien
900015093,VINCENT,LUCIO,26,M,8062728713,5911 Gideons St.,DENVER,CO,80294,900POST60,900 Minute,lvincent
900015094,SANDOVAL,HERSCHEL,48,M,3139499527,16525 East Madill Dr.,FRESNO,CA,93777,250PRE25,250 Minute Prepaid,hsandoval
900015095,STARK,ROSALIE,26,F,2996998773,537 Breglia Ave.,AMARILLO,TX,79110,5503L60,550 Minute Family,rstark
900015096,FLYNN,SHAWN,22,M,9583714143,16369 Livonia Way,ALBANY,NY,12288,ULPRE50,Unlimited Prepaid,sflynn
900015097,LYNN,HARLEY,46,M,9638299947,7373 Upper Ham St.,EL PASO,TX,88521,450POST40,450 Minute,hlynn
900015098,MOONEY,LAMONT,20,M,6847363760,13895 Town Crest Blvd.,WASHINGTON,DC,20470,5503L60,550 Minute Family,lmooney
900015099,SWANSON,KARIN,67,F,8769823960,12545 Autumnvale St.,SAN DIEGO,CA,92133,5503L60,550 Minute Family,kswanson
900015100,REED,PHIL,43,M,5336092563,7334 Sherburn St.,FORT WORTH,TX,76140,450POST40,450 Minute,preed
900015101,DONALDSON,SYDNEY,52,M,2358894748,9930 S Fenwick Blvd.,VANCOUVER,WA,98687,ULPOST5L120,2100 Minute Family,sdonaldson
900015102,KELLER,OMAR,64,M,5582668435,10713 Castle Grove Way,EL PASO,TX,79935,5503L60,550 Minute Family,okeller
900015103,NIELSEN,ESTELLA,46,F,8992564943,11052 Jack Clow Pkwy.,NORWALK,CT,6856,450POST40,450 Minute,enielsen
900015104,FOREMAN,TRINA,53,F,6934967849,1648 Ismays St.,HOUSTON,TX,77287,ULPOST5L120,2100 Minute Family,tforeman
900015105,LINDSAY,BONITA,65,F,4764187568,17719 Old Dean St.,SPRINGFIELD,MO,65899,450POST40,450 Minute,blindsay
900015106,SAUNDERS,ALEC,20,M,6062445142,15939 Nave Hwy.,PHILADELPHIA,PA,19136,ULPRE2D,Unlimited Prepaid,asaunders
900015107,SLOAN,EMIL,38,M,3536122894,18361 Andard Blvd.,MEMPHIS,TN,38188,700POST5L70,700 Minute Family,esloan
900015108,YATES,ANNETTE,34,F,2170329283,5886 Ridge Croft Ave.,EL PASO,TX,88538,900POST60,900 Minute,ayates
900015109,KOCH,MATHEW,44,M,4856474113,2808 East Cypress Ave.,ALEXANDRIA,LA,71315,250PRE25,250 Minute Prepaid,mkoch
900015110,CLAYTON,CORNELIUS,35,M,9404657748,18329 Norvic Pkwy.,LOS ANGELES,CA,90068,700POST5L70,700 Minute Family,cclayton
900015340,CASTILLO,SALVATORE,23,M,3403888226,18564 Perks Dr.,BALTIMORE,MD,21210,450POST40,450 Minute,scastillo
900015112,ROJAS,AMY,35,F,6285753723,19756 Bradhurst St.,SPOKANE,WA,99299,5503L60,550 Minute Family,arojas
900015113,ANDERSON,MYRON,35,M,3118417571,2734 Eulda Pkwy.,SPRINGFIELD,IL,62704,1400POST5L90,1400 Minute Family,manderson
900015114,SWEENEY,MARCOS,56,M,2104484102,3748 South Palmer Way,WASHINGTON,DC,20412,1400POST5L90,1400 Minute Family,msweeney
900015115,CRAFT,CURT,26,M,5175374131,12552 Sheaf Hwy.,TRENTON,NJ,8604,5503L60,550 Minute Family,ccraft
900015116,PARKS,STACY,47,F,8133154733,16443 Gallypot Way,HOUSTON,TX,77095,1400POST5L90,1400 Minute Family,sparks
900015117,MULLINS,MAURICE,30,M,9864642046,11940 Chisley Pkwy.,HOUSTON,TX,77290,ULPRE50,Unlimited Prepaid,mmullins
900015118,DONALDSON,HATTIE,60,F,8133575427,12859 Rock Glen St.,MONTGOMERY,AL,36133,ULPRE50,Unlimited Prepaid,hdonaldson
900015119,TAYLOR,CYNTHIA,28,F,3177464828,14112 Carlisle on Duxbury Hwy.,LAS VEGAS,NV,89101,ULPOST70,Unlimited,ctaylor
900015120,LANCASTER,MARCELLA,37,F,6074953863,13492 Scully Pkwy.,CINCINNATI,OH,45246,ULPRE50,Unlimited Prepaid,mlancaster
900015121,DAWSON,RENEE,53,F,4114408988,12932 North Cypress Ln.,ABILENE,TX,79602,5503L60,550 Minute Family,rdawson
900015122,ROY,DONNELL,55,M,6994104861,14780 Shelter Bay Dr.,NEW BRUNSWICK,NJ,8922,700POST5L70,700 Minute Family,droy
900015123,ONEAL,CONSTANCE,40,F,7805981613,2457 Ballast Ave.,BOSTON,MA,2204,1400POST5L90,1400 Minute Family,coneal
900015124,BROOKS,CHELSEA,44,F,9934229797,3356 Vanderelinde Pkwy.,TULSA,OK,74103,250PRE25,250 Minute Prepaid,cbrooks
900015125,GAINES,BLANCA,63,F,5707799354,12970 Leytonstone Pkwy.,BAKERSFIELD,CA,93308,900POST60,900 Minute,bgaines
900015126,ROSS,ELISA,50,F,3046169195,5136 Pleasantdale Way,CINCINNATI,OH,45203,1400POST5L90,1400 Minute Family,eross
900015127,NOEL,SELENA,22,F,8632702800,12259 Gemma St.,HOUSTON,TX,77032,700POST5L70,700 Minute Family,snoel
900015128,MARSHALL,SHANNA,61,F,6263523114,6684 Dilisio Ave.,MILWAUKEE,WI,53208,450POST40,450 Minute,smarshall
900015129,HAYS,WILLA,37,F,3815677454,19303 Forrester Hill St.,LAKELAND,FL,33807,450POST40,450 Minute,whays
900015130,ROMAN,ARMAND,68,M,9373455736,17899 Berma Blvd.,CINCINNATI,OH,45262,250PRE25,250 Minute Prepaid,aroman
900015131,DANIELS,SALVATORE,33,M,7267918212,913 Hangar St.,TAMPA,FL,33677,700POST5L70,700 Minute Family,sdaniels
900015132,CARROLL,ANGELINE,40,F,8666959500,3251 Summerrain Dr.,WICHITA FALLS,TX,76302,450POST40,450 Minute,acarroll
900015133,MATHIS,TERRIE,45,F,4467186677,19723 Foxberry Farms Pkwy.,MUSKEGON,MI,49443,ULPRE50,Unlimited Prepaid,tmathis
900015134,TALLEY,GARRETT,49,M,7582806909,1993 Oak Forest St.,PALATINE,IL,60095,1400POST5L90,1400 Minute Family,gtalley
900015135,STONE,KENNY,49,M,6316593097,145 Bonview St.,CHARLESTON,WV,25306,700POST5L70,700 Minute Family,kstone
900015136,ALSTON,KENDRA,19,F,5607044390,17902 Florimond St.,ASHEVILLE,NC,28804,1400POST5L90,1400 Minute Family,kalston
900015137,HEATH,CATHRYN,57,F,2204919243,17251 Abele Ln.,YAKIMA,WA,98907,900POST60,900 Minute,cheath
900015138,LINDSEY,HERIBERTO,63,M,9393708078,14794 Tolblin Hill Dr.,SEATTLE,WA,98190,1400POST5L90,1400 Minute Family,hlindsey
900015139,BERGER,ANGELINA,52,F,5352208285,17914 Ashburton Hwy.,MESA,AZ,85213,250PRE25,250 Minute Prepaid,aberger
900015140,CHASE,SHARRON,36,F,9542568637,14382 Holly Hedges Ave.,LOUISVILLE,KY,40208,ULPRE50,Unlimited Prepaid,schase
900015141,CRAIG,JANET,23,F,9958877828,12390 Faricy Pkwy.,GREENSBORO,NC,27407,700POST5L70,700 Minute Family,jcraig
900015142,HUFF,LUELLA,53,F,4585745561,16694 Elmendorf Dr.,ERIE,PA,16508,1400POST5L90,1400 Minute Family,lhuff
900015143,SPARKS,DOLLIE,41,F,9751328091,4814 Palmerston St.,WASHINGTON,DC,20036,2100POST5L110,2100 Minute Family,dsparks
900015144,MITCHELL,ISRAEL,25,M,8067305439,5565 S Roberta St.,PHILADELPHIA,PA,19190,450POST40,450 Minute,imitchell
900015145,RIVERA,BRIDGETT,28,F,8636749753,4304 Roxy Way,ORLANDO,FL,32861,1400POST5L90,1400 Minute Family,brivera
900015146,LINDSEY,ZACHARY,27,M,9815886143,18958 Henessy Way,AUSTIN,TX,78705,ULPRE2D,Unlimited Prepaid,zlindsey
900015147,VINCENT,DELORES,49,F,9483392731,10998 Yosemite Park Blvd.,KANSAS CITY,MO,64165,700POST5L70,700 Minute Family,dvincent
900015148,ONEILL,DANIAL,28,M,9992643329,18550 Church Gate Ave.,WATERBURY,CT,6704,5503L60,550 Minute Family,doneill
900015149,AGUIRRE,MARYANNE,21,F,4956312142,1688 Foal Ln.,DETROIT,MI,48288,ULPRE50,Unlimited Prepaid,maguirre
900015150,GALLEGOS,FRANCESCA,54,F,4758075313,1702 Silver Birch Ave.,SAN ANTONIO,TX,78252,ULPRE50,Unlimited Prepaid,fgallegos
900015151,HOOVER,JESS,51,M,3912024453,19104 Zelda Dr.,LOS ANGELES,CA,90026,ULPOST5L120,2100 Minute Family,jhoover
900015152,SMALL,FAYE,54,F,4785853903,9101 Rio Lindo Way,ATLANTA,GA,30377,900POST60,900 Minute,fsmall
900015153,FRY,ESSIE,65,F,8095025843,15049 Trapp Ave.,EL PASO,TX,88547,700POST5L70,700 Minute Family,efry
900015154,LUCAS,KENT,60,M,5535122226,12634 Beswicks Way,PEORIA,IL,61635,ULPRE2D,Unlimited Prepaid,klucas
900015155,DODSON,AURELIO,49,M,5212929617,5178 Wilton St.,NEW YORK,NY,10094,ULPRE50,Unlimited Prepaid,adodson
900015156,JOHNSON,KIM,34,F,9163563549,3880 Engelke Way,ROCHESTER,NY,14694,ULPRE50,Unlimited Prepaid,kjohnson
900015157,HOWELL,TABATHA,29,F,8777316617,6169 Troxel Dr.,BILLINGS,MT,59106,250PRE25,250 Minute Prepaid,thowell
900015158,PEARSON,HENRIETTA,32,F,9713068834,17107 Esplande Ave.,MELBOURNE,FL,32940,5503L60,550 Minute Family,hpearson
900015159,MARQUEZ,CHI,60,M,2385498665,10081 Mary Chilton Dr.,BEAUMONT,TX,77704,700POST5L70,700 Minute Family,cmarquez
900015160,WHITLEY,ELVIN,35,M,7663905599,11366 Rusland Ln.,WATERBURY,CT,6708,450POST40,450 Minute,ewhitley
900015161,BURKE,MATHEW,43,M,7406112388,5046 W Caton Pkwy.,TULSA,OK,74189,250PRE25,250 Minute Prepaid,mburke
900015162,ROACH,ALEJANDRO,28,M,6144142741,18112 Bell Bluff St.,HOUSTON,TX,77053,250PRE25,250 Minute Prepaid,aroach
900015163,NELSON,GREGG,66,M,8936774813,5623 Julian Way,LAKELAND,FL,33803,450POST40,450 Minute,gnelson
900015164,JOYCE,DELORES,68,F,3388514309,10934 Heights Of Hill St.,ALBANY,GA,31721,700POST5L70,700 Minute Family,djoyce
900015165,PATTERSON,AUTUMN,62,F,8546589769,19272 Sedge Wood Ave.,JACKSONVILLE,FL,32234,1400POST5L90,1400 Minute Family,apatterson
900015166,BEAN,LAVERNE,19,M,8062757733,14073 Lahiere Blvd.,HOUSTON,TX,77285,900POST60,900 Minute,lbean
900015167,BRYANT,SAVANNAH,46,F,3735492123,16418 Rosaryville Pkwy.,CHICAGO,IL,60611,250PRE25,250 Minute Prepaid,sbryant
900015168,MARSH,LILLIE,19,F,3055556388,18208 Lue Ellen Way,TOPEKA,KS,66610,1400POST5L90,1400 Minute Family,lmarsh
900015169,DRAKE,KATINA,55,F,9675659776,3190 Yerba Buena Dr.,LINCOLN,NE,68520,700POST5L70,700 Minute Family,kdrake
900015170,WEBB,NIKKI,31,F,7212626861,1209 Loma Prieta St.,NEW YORK,NY,10113,ULPOST70,Unlimited,nwebb
900015171,BARRERA,DEIRDRE,26,F,6975587277,10685 Westbranch St.,RALEIGH,NC,27640,ULPRE50,Unlimited Prepaid,dbarrera
900015172,LESTER,MALLORY,54,F,7776546313,18912 Hickory Nut Grove St.,SAINT LOUIS,MO,63112,ULPOST70,Unlimited,mlester
900015173,KIRKLAND,LOUISA,70,F,9899457783,1263 Lake Overlook Dr.,MACON,GA,31202,250PRE25,250 Minute Prepaid,lkirkland
900015174,MCDOWELL,GLENN,28,M,5745417873,4680 E Shag Bark St.,SILVER SPRING,MD,20904,1400POST5L90,1400 Minute Family,gmcdowell
900015175,BOYLE,VICKIE,30,F,3287243243,14407 Cakebread Blvd.,ALEXANDRIA,VA,22331,5503L60,550 Minute Family,vboyle
900015176,WILSON,ESTEBAN,50,M,9573593866,17557 North Pine Grove Way,BELLEVUE,WA,98005,ULPOST5L120,2100 Minute Family,ewilson
900015177,FINLEY,ALTON,43,M,3059398832,11475 Lanbros St.,MUNCIE,IN,47305,ULPRE50,Unlimited Prepaid,afinley
900015178,DUFFY,RONALD,28,M,8867622361,17058 Stattel Ln.,FLINT,MI,48503,ULPOST5L120,2100 Minute Family,rduffy
900015179,TANNER,CLARK,62,M,7777996303,920 Brook Vale St.,COLUMBUS,OH,43201,1400POST5L90,1400 Minute Family,ctanner
900015180,BRYANT,CARRIE,64,F,8854187695,19460 Yolano St.,SAN JOSE,CA,95141,ULPRE50,Unlimited Prepaid,cbryant
900015181,PEARSON,KRISTY,30,F,9086665321,17907 McQuay St.,HARTFORD,CT,6144,450POST40,450 Minute,kpearson
900015182,FOREMAN,JANA,44,F,6256675778,3770 Northeast Meadowmeer St.,TUCSON,AZ,85745,700POST5L70,700 Minute Family,jforeman
900015183,JONES,BONNIE,68,F,4612129135,12639 Brookridge St.,NEW BRUNSWICK,NJ,8903,ULPRE50,Unlimited Prepaid,bjones
900015184,CHEN,SALLIE,54,F,8276089583,377 Weant St.,ARLINGTON,VA,22245,ULPRE50,Unlimited Prepaid,schen
900015185,WARD,CRAIG,36,M,9216592949,4404 Redland Blvd.,MILWAUKEE,WI,53293,ULPRE50,Unlimited Prepaid,cward
900015186,RICHARD,EMMA,31,F,8853046346,1 Hundreds Ln.,ARLINGTON,VA,22214,1400POST5L90,1400 Minute Family,erichard
900015187,SCHNEIDER,REGGIE,70,M,6239775259,11358 Dunks Ln.,BATON ROUGE,LA,70891,5503L60,550 Minute Family,rschneider
900015188,ESTRADA,CODY,60,M,9042447241,13502 E Clifton Ave.,INDIANAPOLIS,IN,46256,450POST40,450 Minute,cestrada
900015189,FLOYD,MARTINA,61,F,3405016670,15603 The Warren Dr.,BEAVERTON,OR,97006,ULPRE50,Unlimited Prepaid,mfloyd
900015190,KNOX,BRUCE,25,M,4598029988,6679 McCann Pkwy.,NORTH HOLLYWOOD,CA,91615,700POST5L70,700 Minute Family,bknox
900015191,BLACKWELL,EMORY,41,M,3439659636,19114 Karuah Dr.,TALLAHASSEE,FL,32308,700POST5L70,700 Minute Family,eblackwell
900015192,MARKS,ROSALIE,62,F,5549963989,16062 Phylcis Way,LOS ANGELES,CA,90059,700POST5L70,700 Minute Family,rmarks
900015193,ESTES,EULA,55,F,3482212216,6859 Tunic Way,BLOOMINGTON,IN,47408,1400POST5L90,1400 Minute Family,eestes
900015194,LAWRENCE,CHANG,36,M,7966782130,9146 Hollow St.,KANSAS CITY,MO,64157,ULPRE50,Unlimited Prepaid,clawrence
900015195,MALDONADO,LILIAN,33,F,7404746580,18124 S Basswood Dr.,RALEIGH,NC,27635,250PRE25,250 Minute Prepaid,lmaldonado
900015196,LEON,ROY,46,M,9414820233,18048 Makatom Dr.,BOSTON,MA,2210,450POST40,450 Minute,rleon
900015197,LINDSEY,JACKIE,40,M,5813795433,2864 Combara Ln.,TEMPE,AZ,85281,450POST40,450 Minute,jlindsey
900015198,MCKAY,ELEANOR,64,F,5861523200,19105 Ardenfield Pkwy.,GAINESVILLE,FL,32609,ULPRE2D,Unlimited Prepaid,emckay
900015199,ALLISON,KELLIE,59,F,5319477251,7876 Ramapo Valley Ave.,SAINT LOUIS,MO,63157,700POST5L70,700 Minute Family,kallison
900015200,MCKENZIE,BRANDON,31,M,3593127247,12450 Medford Dr.,LOS ANGELES,CA,90095,ULPOST70,Unlimited,bmckenzie
900015201,BEAN,JORGE,56,M,5752979732,7686 Strathmere Dr.,SYRACUSE,NY,13235,ULPRE2D,Unlimited Prepaid,jbean
900015202,DAUGHERTY,ANGELIA,33,F,8744559319,3868 Bullswater Ave.,HOUSTON,TX,77022,250PRE25,250 Minute Prepaid,adaugherty
900015203,LEE,DONNY,22,M,3913894128,11810 Holdernesse Ave.,MADISON,WI,53714,450POST40,450 Minute,dlee
900015204,WATKINS,KRISTINE,23,F,7339988383,5998 Worsley Bridge St.,ALBUQUERQUE,NM,87192,ULPRE50,Unlimited Prepaid,kwatkins
900015205,CARROLL,GUADALUPE,46,F,5265749343,7700 E Kinney St.,OMAHA,NE,68137,ULPRE50,Unlimited Prepaid,gcarroll
900015206,MADDOX,LETA,46,F,2017359817,12974 Madeira St.,JERSEY CITY,NJ,7311,250PRE25,250 Minute Prepaid,lmaddox
900015207,HERRERA,JOANN,25,F,5594587746,14698 Stapley Ave.,JACKSONVILLE,FL,32220,ULPOST5L120,2100 Minute Family,jherrera
900015208,ORTIZ,MARIANO,33,M,8319628095,10327 Windspoint Dr.,PHILADELPHIA,PA,19136,450POST40,450 Minute,mortiz
900015209,HIGGINS,MADGE,43,F,3488607896,11350 Brendel Ave.,HUNTSVILLE,TX,77340,900POST60,900 Minute,mhiggins
900015210,OCHOA,BEN,48,M,5159696651,1713 Balowrie Pkwy.,MINNEAPOLIS,MN,55403,ULPRE50,Unlimited Prepaid,bochoa
900015211,WATERS,ISAIAH,34,M,6914096625,6830 Longcor Blvd.,LAS VEGAS,NV,89137,ULPOST70,Unlimited,iwaters
900015212,MADDEN,CORRINE,57,F,3412302985,6859 Birklands Ave.,SACRAMENTO,CA,95837,ULPRE2D,Unlimited Prepaid,cmadden
900015213,WITT,ORVAL,62,M,6339223406,19094 Ghost Pony Pkwy.,HOUSTON,TX,77226,700POST5L70,700 Minute Family,owitt
900015214,GARDNER,SIMONE,64,F,2234275735,7893 Maud Pkwy.,CLEVELAND,OH,44106,700POST5L70,700 Minute Family,sgardner
900015215,HYDE,JOHANNA,48,F,7235866857,11476 Gueudecourt Pkwy.,TERRE HAUTE,IN,47807,900POST60,900 Minute,jhyde
900015216,GUY,LENORA,34,F,9296102377,9638 Julliard Park Blvd.,CRAWFORDSVILLE,IN,47936,900POST60,900 Minute,lguy
900015217,TREVINO,JOSIAH,55,M,7908442213,19041 Hollister Dr.,BROOKLYN,NY,11220,2100POST5L110,2100 Minute Family,jtrevino
900015218,NORRIS,BLAIR,55,M,8031627594,2277 Springmeadow Pkwy.,JAMAICA,NY,11405,700POST5L70,700 Minute Family,bnorris
900015219,FOLEY,TAMIKA,69,F,9865379777,12263 Eucalyptus Blvd.,LONG BEACH,CA,90847,5503L60,550 Minute Family,tfoley
900015220,WARREN,SPENCER,66,M,8385283284,11784 Sherwood Lake Dr.,IRVINE,CA,92623,ULPRE50,Unlimited Prepaid,swarren
900015221,RANDOLPH,RICHIE,48,M,8153664946,8925 Hollyhedge Hwy.,LAS VEGAS,NV,89157,ULPRE2D,Unlimited Prepaid,rrandolph
900015380,PHILLIPS,PAULA,39,F,3943809131,3560 Beutler Way,YONKERS,NY,10705,ULPRE50,Unlimited Prepaid,pphillips
900015223,VELAZQUEZ,ALICE,34,F,6093829578,2596 Whites St.,NORFOLK,VA,23521,700POST5L70,700 Minute Family,avelazquez
900015224,CANTRELL,NANETTE,23,F,4487703375,17512 Handy Dr.,BROOKLYN,NY,11241,700POST5L70,700 Minute Family,ncantrell
900015225,ROSA,LOLA,41,F,7594419819,5352 Orbach Pkwy.,NEW ORLEANS,LA,70170,ULPRE50,Unlimited Prepaid,lrosa
